X.1,X,...1,Name,Address,prktype,restroom,Website,playground,soccer,basketball,tennis,volleyball,baseball,discgolf,dogpark,picnic,sprayground,latitude,longitude,Label,type2
246,254,270,Latta Park,"601 E PARK AV CHARLOTTE, NC 28203",Community,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,Yes,NA,NA,NA,Yes,Yes,35.20998978,-80.8513997,,tennis
247,255,271,Mallard Creek Park,"3001 JOHNSTON OEHLER RD CHARLOTTE, NC 28269",Regional,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,Yes,Yes,Yes,NA,NA,Yes,NA,35.36133452,-80.75941254,,tennis
253,261,277,Midwood Park,"2100 WILHELMINA AV CHARLOTTE, NC 28205",Neighborhood,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,NA,35.22975599,-80.80248089,,tennis
254,262,278,Mason Wallace Park,"7301 MONROE RD CHARLOTTE, NC 28212",Community,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,NA,Yes,NA,NA,NA,NA,35.16897391,-80.75597924,,tennis
255,263,279,North Mecklenburg Park,"16131 OLD STATESVILLE RD HUNTERSVILLE, NC 28078",Town Park,Yes,https://www.huntersville.org/162/Parks-Recreation,Yes,NA,Yes,Yes,NA,Yes,NA,NA,NA,NA,35.43254155,-80.8435746,,tennis
272,285,304,Sheffield Park,"1311 TARRINGTON AV CHARLOTTE, NC 28205",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,35.20452802,-80.7693824,,tennis
278,291,310,Bailey Road Park,"11536 BAILEY RD CORNELIUS, NC 28031",Town Park,Yes,https://www.cornelius.org/103/Parks-Arts-Recreation-Culture,Yes,NA,Yes,Yes,NA,Yes,Yes,NA,Yes,NA,35.46699956,-80.84184883,,tennis
282,295,314,Robbins Park,"17738 WEST CATAWBA AV CORNELIUS, NC 28031",Town Park,Yes,https://www.cornelius.org/103/Parks-Arts-Recreation-Culture,Yes,NA,NA,Yes,Yes,NA,Yes,NA,Yes,NA,35.45603536,-80.8884532,,tennis
295,308,328,Mint Hill Veterans Memorial Park,"8850 FAIRVIEW RD MINT HILL, NC 28227",Town Park,Yes,https://minthill.com/parks_recreation.php?Parks-Recreation-1,Yes,NA,NA,Yes,Yes,Yes,Yes,NA,NA,NA,35.18000491,-80.63448896,,tennis
307,320,341,Freedom Park,"2435 CUMBERLAND AV CHARLOTTE, NC 28203",Regional,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,Yes,Yes,NA,NA,Yes,NA,35.19306827,-80.84480182,,tennis
310,323,344,David B. Waymer Park,"14200 HOLBROOKS RD HUNTERSVILLE, NC 28078",Town Park,Yes,https://www.huntersville.org/162/Parks-Recreation,Yes,NA,Yes,Yes,NA,Yes,NA,NA,NA,NA,35.3992988,-80.8342524,,tennis
321,334,356,Mint Hill Park on Wilgrove,"7750 JIM HARPER LN MINT HILL, NC 28227",Town Park,Yes,https://minthill.com/parks_recreation.php?Parks-Recreation-1,Yes,NA,NA,Yes,NA,Yes,NA,NA,Yes,NA,35.18920205,-80.65654982,,tennis
328,341,366,Abbott Park,"1300 SPRUCE ST CHARLOTTE, NC 28203",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,35.21563668,-80.87120618,,tennis
336,349,375,Sugaw Creek Park,"943 W SUGAR CREEK RD CHARLOTTE, NC 28213",Community,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,35.27306558,-80.79372161,,tennis
355,368,397,Marvin Caldwell Park - City of Concord,"362 Georgia St SW Concord, NC",Municipal Park,Yes,http://www.concordnc.gov/Departments/Parks-Recreation/Facilities,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,Yes,NA,35.39262675,-80.58279322,,tennis
357,370,399,James L. Dorton Park - City of Concord,"5700 Poplar Tent Rd Concord, NC",Municipal Park,No,http://www.concordnc.gov/Departments/Parks-Recreation/Facilities,NA,Yes,NA,Yes,NA,NA,Yes,NA,NA,NA,35.41107698,-80.66944634,,tennis
376,389,423,Marvin Caldwell Park - City of Concord,"362 Georgia St SW Concord, NC",Municipal Park,Yes,http://www.concordnc.gov/Departments/Parks-Recreation/Facilities,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,Yes,NA,35.39262675,-80.58279322,,tennis
378,391,425,James L. Dorton Park - City of Concord,"5700 Poplar Tent Rd Concord, NC",Municipal Park,No,http://www.concordnc.gov/Departments/Parks-Recreation/Facilities,NA,Yes,NA,Yes,NA,NA,Yes,NA,NA,NA,35.41107698,-80.66944634,,tennis
396,409,445,Cook Road Park,"602 Cook Rd, Durham NC",Park,No,https://www.dprplaymore.org/Facilities/Facility/Details/Cook-Road-Park-12,Yes,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,35.95121393,-78.91322578,,tennis
398,411,447,East End Park,"1200 N Alston Ave, Durham NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/East-End-Park-20,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,Yes,35.99827489,-78.88580127,,tennis
399,412,448,Elmira Avenue Park,"540 Elmira Ave, Durham NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Elmira-Avenue-Park-23,Yes,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,35.96533204,-78.90476954,,tennis
400,413,449,Garrett Road Park,"6815 Garrett Rd, Durham NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Garrett-Road-Park-28,Yes,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,35.92294051,-78.9608494,,tennis
402,415,451,Hillside Park,"1301 S Roxboro St, Durham NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Hillside-Park-32,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,Yes,35.9810043,-78.90443201,,tennis
408,422,458,Morreene Road Park,"1102 Morreene Rd, Durham NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Morreene-Road-Park-46,Yes,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,36.00738612,-78.95480541,,tennis
409,423,459,rthgate Park,"300 W Club Blvd, Durham NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/rthgate-Park-47,Yes,NA,NA,Yes,NA,NA,NA,Yes,Yes,NA,36.01942999,-78.89494795,,tennis
414,428,464,Oval Drive Park,"2200 W Club Blvd, Durham NC",Park,No,https://www.dprplaymore.org/Facilities/Facility/Details/Oval-Drive-Park-54,Yes,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,36.01759389,-78.9284401,,tennis
426,440,477,Whippoorwill Park,"1632 Rowemont Dr,Durham  NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Whippoorwill-Park-79,Yes,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,36.04551817,-78.92469826,,tennis
431,445,482,Piney Wood Park,"400 E Woodcroft Pkwy,Durham  NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Piney-Wood-Park-56,Yes,Yes,NA,Yes,NA,NA,NA,Yes,Yes,NA,35.91642832,-78.92409925,,tennis
435,449,487,Forest Hills Park,"1639 University Dr,Durham  NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Forest-Hills-Park-24,Yes,NA,NA,Yes,NA,NA,NA,NA,Yes,Yes,35.97995824,-78.91430712,,tennis
438,452,491,Rock Quarry Park,"701 Stadium Dr, Durham NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Rock-Quarry-Park-60,Yes,NA,NA,Yes,NA,NA,NA,NA,Yes,Yes,36.03379402,-78.90112068,,tennis
439,453,492,Southern Boundaries Park,"3400 Third Fork Dr, Durham NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Southern-Boundaries-Park-68,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,35.95799678,-78.92905664,,tennis
445,459,505,Bethesda Park,"1816 Stage Rd, Durham NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Bethesda-Park-4,Yes,NA,Yes,Yes,NA,NA,Yes,NA,Yes,NA,35.94552804,-78.84511709,,tennis
454,468,519,Annie L. Jones Park,"1414 Tarbert Drive, Cary, NC",NA,Yes,http://www.towfcary.org/recreation-enjoyment/parks-greenways-environment/parks/annie-jones-park,Yes,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,35.76049407,-78.81142827,,tennis
463,478,534,Biltmore Hills Park,"2615 Fitzgerald Dr, Raleigh, NC",NA,Yes,https://raleighnc.gov/places/biltmore-hills-park,Yes,NA,NA,Yes,NA,Yes,NA,NA,Yes,NA,35.74898062,-78.62809549,,tennis
474,489,547,Caroli Pines Park,"2305 Lake Wheeler Rd, Raleigh, NC",NA,No,https://raleighnc.gov/places/caroli-pines-park,Yes,NA,NA,Yes,Yes,Yes,NA,Yes,Yes,NA,35.74936891,-78.67136059,,tennis
478,495,554,Cary Tennis Park,"2727 Louis Stephens Drive, Cary, NC",NA,Yes,http://www.towfcary.org/recreation-enjoyment/facilities/cary-tennis-park,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,35.80681796,-78.86166712,,tennis
480,497,556,Cedar Hills Park,"5600 Sweetbriar Dr, Raleigh, NC",NA,No,https://raleighnc.gov/places/cedar-hills-park,Yes,NA,NA,Yes,NA,Yes,Yes,NA,Yes,NA,35.85735879,-78.62907117,,tennis
498,517,580,Eastgate Park,"4200 Quail Hollow Dr, Raleigh, NC",NA,Yes,https://raleighnc.gov/places/eastgate-park,Yes,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,35.83970281,-78.62479119,,tennis
508,528,597,Fred Fletcher Park,"805 Washington St, Raleigh, NC",NA,No,https://raleighnc.gov/places/fred-fletcher-park,Yes,NA,NA,Yes,NA,Yes,NA,NA,Yes,NA,35.79389124,-78.65257654,,tennis
513,535,605,Garner Recreatiol Park,"221 East Garner Road, Garner NC, 27529",NA,Yes,http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=5,Yes,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,35.70661032,-78.60341361,,tennis
515,537,607,Glen Eden Pilot Park,"1500 Glen Eden Dr, Raleigh, NC",NA,No,https://raleighnc.gov/places/glen-eden-pilot-park,Yes,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,35.82679069,-78.68462836,,tennis
517,541,612,Green Road Park,"4201 Green Rd, Raleigh NC",NA,Yes,https://raleighnc.gov/places/green-road-park,Yes,NA,NA,Yes,Yes,Yes,NA,NA,Yes,NA,35.84037483,-78.59079779,,tennis
518,542,613,Greenbrier Park,"613 Winterlochen Road, Garner NC, 27529",NA,No,http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=17,Yes,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,35.71923998,-78.64862917,,tennis
524,548,619,Harper Park,"207 Main St, Knightdale, NC",NA,Yes,http://www.knightdalenc.gov/index.aspx?page=351,Yes,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,35.79014067,-78.48180509,,tennis
532,556,630,Holding Park,"133 W Owen Ave, Wake Forest, NC",NA,No,http://www.wakeforestnc.gov/holding-park.aspx,Yes,NA,NA,Yes,NA,Yes,NA,NA,Yes,NA,35.97784035,-78.51298343,,tennis
539,563,639,J.B. Flaherty Park,"1226 N White St, Wake Forest, NC",NA,Yes,http://www.wakeforestnc.gov/residents-parksrecreation_facilities_flaherty.aspx,NA,NA,NA,Yes,NA,Yes,NA,Yes,Yes,NA,35.99370193,-78.49114048,,tennis
542,566,642,Jaycee Park,"2405 Wade Ave, Raleigh, NC",NA,No,https://raleighnc.gov/places/jaycee-park,Yes,NA,NA,Yes,Yes,Yes,NA,NA,Yes,NA,35.80038762,-78.66327991,,tennis
543,567,643,John Chavis Memorial Park,"505 Martin Luther King Jr Blvd, Raleigh, NC",NA,No,https://raleighnc.gov/places/john-chavis-memorial-park,Yes,NA,NA,Yes,NA,Yes,NA,NA,Yes,NA,35.76812924,-78.63005197,,tennis
548,572,649,Kelly Road Park,"1609 Kelly Rd., Apex, NC",NA,No,https://www.apexnc.org/799/Kelly-Road-Park,Yes,NA,NA,Yes,NA,Yes,NA,NA,Yes,NA,35.73253185,-78.89550213,,tennis
549,573,650,Kentwood Park,"4531 Kaplan Dr, Raleigh, NC",NA,Yes,https://raleighnc.gov/places/kentwood-park,Yes,NA,NA,Yes,NA,Yes,Yes,NA,Yes,NA,35.7768682,-78.69618417,,tennis
560,585,665,Lake Lynn Park - Lynn Rd Entrance,"7921 Ray Rd, Raleigh, NC",NA,No,https://raleighnc.gov/places/lake-lynn-park,Yes,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,35.88989466,-78.69725594,,tennis
561,586,666,Lake Lynn Park - Ray Rd Entrance,"7921 Ray Rd, Raleigh, NC",NA,No,https://raleighnc.gov/places/lake-lynn-park,Yes,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,35.88989466,-78.69725594,,tennis
569,594,677,Lions Park,"516 Dennis Ave, Raleigh, NC",NA,No,https://raleighnc.gov/places/lions-park,Yes,NA,NA,Yes,NA,Yes,NA,NA,Yes,NA,35.79845865,-78.61579212,,tennis
579,604,688,Method Community Park,"514 Method Rd, Raleigh, NC",NA,No,https://raleighnc.gov/places/method-community-park,Yes,NA,NA,Yes,NA,Yes,NA,NA,Yes,NA,35.79310195,-78.69374403,,tennis
582,607,693,Millbrook Exchange Park,"1815 Spring Forest Rd, Raleigh, NC",NA,No,https://raleighnc.gov/places/millbrook-exchange-park,Yes,NA,NA,Yes,NA,Yes,NA,Yes,Yes,NA,35.86660849,-78.60812633,,tennis
590,615,706,rth Hills Park,"100 Chowan Cir, Raleigh, NC",NA,Yes,https://raleighnc.gov/places/rth-hills-park,Yes,NA,NA,Yes,NA,Yes,NA,NA,Yes,NA,35.84029132,-78.6558581,,tennis
594,619,711,Optimist Park,"5900 Whittier Dr, Raleigh, NC",NA,Yes,https://raleighnc.gov/places/optimist-park,Yes,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,35.86255617,-78.64358808,,tennis
600,626,720,Powell Drive Park,"740 Powell Dr, Raleigh, NC",NA,No,https://raleighnc.gov/places/powell-drive-park,Yes,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,35.78094853,-78.71289096,,tennis
603,629,723,Pullen Park,"410 Park Ave, Raleigh, NC",NA,Yes,https://raleighnc.gov/places/pullen-park,Yes,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,35.78605983,-78.65292499,,tennis
605,631,725,R.S. Dunham Park,"519 Walnut Street, Cary, NC",NA,Yes,http://www.towfcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/R__S__Dunham_Park.htm,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,35.77774217,-78.77101639,,tennis
610,636,732,Roberts Park,"1300 E Martin St, Raleigh, NC",NA,No,https://raleighnc.gov/places/roberts-park,Yes,NA,NA,Yes,NA,Yes,NA,NA,Yes,NA,35.77617532,-78.61948373,,tennis
618,645,742,Sanderford Road Park,"2623 Sanderford Rd, Raleigh, NC",NA,No,https://raleighnc.gov/places/sanderford-road-park,Yes,NA,NA,Yes,NA,Yes,NA,NA,Yes,NA,35.74344708,-78.6139055,,tennis
624,651,749,South Garner Park,"1210 Poole Drive, Garner NC, 27529",NA,Yes,http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=24,Yes,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,35.69371118,-78.62425977,,tennis
626,653,752,Spring Forest Road Park,"4203 Spring Forest Rd, Raleigh, NC",NA,No,https://raleighnc.gov/places/spring-forest-road-park,Yes,NA,NA,Yes,NA,Yes,NA,NA,Yes,NA,35.85614061,-78.57169953,,tennis
629,657,758,Tarboro Road Park,"121 N Tarboro St, Raleigh, NC",NA,No,https://raleighnc.gov/places/tarboro-road-park,Yes,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,35.78166705,-78.62228772,,tennis
636,664,765,Ting Park,"1151 N. Main St., Holly Springs NC",NA,No,https://www.hollyspringsnc.us/607/Ting-Park,NA,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,35.66680509,-78.83531529,,tennis
652,681,783,Wendell Park,"601 W. Third Street, Wendell, NC",NA,Yes,http://www.towfwendell.com/departments/parks-and-recreation,Yes,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,NA,35.78054637,-78.36102902,,tennis
655,684,787,Whitley Park,"601 N Wakefield St, Zebulon, NC",NA,No,https://www.towfzebulon.org/services/parks-and-recreation/parks-facilities,Yes,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,35.82462205,-78.32046996,,tennis
658,688,792,Peter Williams Park,"1525 Lynn Rd, Raleigh, NC",NA,No,https://raleighnc.gov/places/peter-williams-park,Yes,NA,NA,Yes,Yes,NA,NA,NA,Yes,NA,35.8708713,-78.66536397,,tennis
660,690,796,Worthdale Park,"1001 Cooper Rd, Raleigh, NC",NA,Yes,https://raleighnc.gov/places/worthdale-park,Yes,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,35.7636738,-78.58743996,,tennis
663,693,3,Five Points Park,"200 FRENCH ST CHARLOTTE, NC 28216",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,35.248809,-80.8596975,,tennis
679,709,396,Les Myers Park - City of Concord,"338 Lawndale Ave SE Concord, NC",Municipal Park,Yes,http://www.concordnc.gov/Departments/Parks-Recreation/Facilities,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,NA,35.39498324,-80.56323614,,tennis
682,712,422,Les Myers Park - City of Concord,"338 Lawndale Ave SE Concord, NC",Municipal Park,Yes,http://www.concordnc.gov/Departments/Parks-Recreation/Facilities,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,NA,35.39498324,-80.56323614,,tennis
694,724,522,Apex Community Park,"2200 Laura Duncan Rd., Apex, NC",NA,Yes,http://www.apexnc.org/795/Apex-Community-Park,Yes,NA,NA,Yes,Yes,Yes,NA,NA,Yes,NA,35.73577828,-78.84306552,,tennis
696,726,526,Apex ture Park (Seymour Athletic Fields),"2500 Evans Road, Apex NC",NA,Yes,https://www.apexnc.org/800/ture-Park-Seymour-Athletic-Fields,Yes,NA,NA,Yes,Yes,NA,NA,NA,Yes,NA,35.70128275,-78.90636105,,tennis
698,728,548,Carpenter Park,"4420 Louis Stephens Drive, Cary, NC",NA,Yes,http://www.towfcary.org/recreation-enjoyment/parks-greenways-environment/parks/carpenter-park,Yes,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,35.80912805,-78.86181208,,tennis
699,729,559,Church Street Park,"5800 Cricket Pitch Way, Morrisville NC",NA,Yes,http://www.towfmorrisville.org/government/departments-services/parks-recreation-cultural-resources/parks-and-greenways/church-street-park,Yes,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,35.84639082,-78.84275028,,tennis
702,732,582,Elevate Fitness Course,"2200 Laura Duncan Road, Apex NC",NA,Yes,http://www.apexnc.org/1187/Elevate-Fitness-Course,Yes,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,35.73577828,-78.84306552,,tennis
704,734,625,Heritage High Park,"1140 Forestville Rd, Wake Forest, NC",NA,Yes,http://www.wakeforestnc.gov/heritage-high-park.aspx,NA,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,35.94013433,-78.50736478,,tennis
711,742,700,Morrisville Aquatics and Fitness Center,"1301 Morrisville Pkwy, Morrisville, NC",NA,Yes,https://www.towfmorrisville.org/government/departments-services/parks-recreation-cultural-resources/morrisville-aquatics-and-fitness-center,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,35.8099935,-78.8405269,,tennis
726,15,485,Duke Park,"106 W Kx St,Durham  NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Duke-Park-17,Yes,NA,NA,Yes,NA,NA,NA,Yes,Yes,NA,36.013213,-78.893372,,tennis
737,42,731,Robert V. Godbold Park,"2050 NW Mayrd Road, Cary, NC",NA,Yes,http://www.towfcary.org/recreation-enjoyment/parks-greenways-environment/parks/robert-v-godbold-park,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,35.80056,-78.790735,,tennis
747,4,120,Plum Creek Park,"18928 BARTLETTE CREEK DR DAVIDSON, NC 28036",Town Park,No,https://www.ci.davidson.nc.us/130/Parks-Recreation,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,35.474032,-80.823527,,tennis
752,18,511,Action Park,"609 Wake Chapel Road, Fuquay-Vari, NC",NA,Yes,http://www.fuquay-vari.org/departments-and-services/parks-recreation-and-cultural-resources/parks/action-park-description.html,Yes,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,35.591424,-78.801715,,tennis
754,22,538,Brentwood Park,"3315 Vinson Ct, Raleigh, NC",NA,No,https://raleighnc.gov/places/brentwood-park,Yes,NA,NA,Yes,NA,Yes,NA,NA,Yes,NA,35.82849982,-78.59954789,,tennis
